original_title,popularity,vote_average,vote_count,runtime,release_year
Batman & Robin,33.861,4.3,3885.0,125.0,1997.0
Naruto Shippuden: OVA Hashirama Senju vs Madara Uchiha,33.153,6.4,8.0,10.0,2012.0
Leatherface,32.168,5.5,913.0,88.0,2017.0
A Wrinkle in Time,24.17,5.1,1530.0,109.0,2018.0
The Light Between Oceans,24.665,7.1,1149.0,133.0,2016.0
Woodlawn,35.163,7.0,137.0,123.0,2015.0
プロメア,30.175,7.3,152.0,111.0,2019.0
Magic Mike XXL,26.662,6.2,1480.0,115.0,2015.0
Children of the Corn,30.405,5.7,699.0,93.0,1984.0
You Should Have Left,29.688,5.9,404.0,93.0,2020.0
The Princess Switch,32.067,7.1,1875.0,101.0,2018.0
The Escort,32.656,6.0,320.0,88.0,2015.0
Robots,31.8,6.4,3620.0,91.0,2005.0
Shrek the Halls,30.899,6.2,585.0,28.0,2007.0
Wildflower,35.622,5.3,24.0,92.0,2016.0
Lethal Weapon,27.395,7.3,3421.0,110.0,1987.0
Lilo & Stitch 2: Stitch Has a Glitch,31.396,6.6,1082.0,68.0,2005.0
The Messengers,19.896,5.7,610.0,90.0,2007.0
The Man with the Iron Heart,26.401,6.5,581.0,120.0,2017.0
Un gallo con muchos huevos,26.897,7.1,165.0,99.0,2015.0
Come True,22.926,5.9,112.0,105.0,2020.0
劇場版 BLEACH The DiamondDust Rebellion もう一つの氷輪丸,26.134,6.5,113.0,95.0,2007.0
The Unforgivable,22.741,0.0,0.0,113.0,2021.0
브이아이피,28.392,8.0,133.0,128.0,2017.0
Renegades,30.141,5.7,256.0,105.0,2017.0
The Hunt,33.057,6.7,2031.0,90.0,2020.0
Pelé,29.947,7.5,108.0,108.0,2021.0
I Still Believe,26.655,7.7,917.0,115.0,2020.0
Eden Lake,31.127,6.8,1222.0,91.0,2008.0
Game of Thrones: The Last Watch,22.344,7.1,259.0,115.0,2019.0
Klaus,28.048,8.3,2611.0,96.0,2019.0
Over the Hedge,28.776,6.5,3489.0,83.0,2006.0
The Lost City of Z,29.383,6.3,2208.0,141.0,2017.0
Raiders of the Lost Ark,28.469,7.9,9569.0,115.0,1981.0
The November Man,27.473,6.1,1197.0,108.0,2014.0
Fantastic Mr. Fox,29.87,7.7,3795.0,87.0,2009.0
The Strangers: Prey at Night,25.58,5.6,1036.0,85.0,2018.0
Boyz n the Hood,24.817,7.6,1308.0,112.0,1991.0
너의 결혼식,32.881,7.7,116.0,110.0,2018.0
The Secret Life of Walter Mitty,31.171,7.1,6268.0,114.0,2013.0
2067,20.407,5.0,539.0,114.0,2020.0
Bachelorette,37.116,5.4,1027.0,87.0,2012.0
Gantz: Perfect Answer,21.362,6.7,148.0,141.0,2011.0
If I Stay,29.764,7.4,3722.0,106.0,2014.0
Zombie Strippers!,24.86,4.8,272.0,94.0,2008.0
Rocky Balboa,34.859,6.8,2587.0,102.0,2006.0
[REC] 4: Apocalipsis,28.113,5.6,825.0,95.0,2014.0
Planet Hulk,23.609,7.0,349.0,81.0,2010.0
Tangled Ever After,25.108,7.1,841.0,6.0,2012.0
La leyenda del Charro Negro,30.566,8.0,118.0,0.0,2018.0
Toma,29.079,0.0,0.0,140.0,2021.0
You Again,23.605,6.3,1034.0,105.0,2010.0
L change the WorLd,28.852,5.9,189.0,129.0,2008.0
ベルセルク 黄金時代篇III 降臨,29.604,7.7,218.0,110.0,2013.0
猫の恩返し,38.1,7.2,1338.0,75.0,2002.0
Project Power,23.586,6.5,2140.0,113.0,2020.0
It's Kind of a Funny Story,26.597,7.0,1928.0,102.0,2010.0
デスノート the Last name,28.346,6.9,338.0,141.0,2006.0
Justice League Dark,27.354,7.4,663.0,75.0,2017.0
The Age of Adaline,25.048,7.5,5272.0,112.0,2015.0
青鬼 THE ANIMATION,32.305,4.3,7.0,60.0,2017.0
The Patriot,30.037,7.1,2943.0,165.0,2000.0
聖闘士星矢 最終聖戦の戦士たち,31.785,7.3,140.0,45.0,1989.0
いぬやしき,28.957,7.7,92.0,127.0,2018.0
Deepwater Horizon,30.842,6.8,3592.0,107.0,2016.0
Valkyrie,21.835,6.9,2829.0,121.0,2008.0
Stargate,26.829,7.0,2514.0,121.0,1994.0
Fighting With My Family,25.346,6.8,1219.0,108.0,2019.0
Crank,29.53,6.6,2811.0,88.0,2006.0
Evil Eye,24.108,5.5,108.0,90.0,2020.0
Apollo 13,25.975,7.4,4225.0,140.0,1995.0
Leprechaun Returns,24.841,6.0,227.0,92.0,2018.0
The Nightingale,25.289,7.2,330.0,136.0,2018.0
The Finest Hours,28.329,6.5,1290.0,117.0,2016.0
The DUFF,25.228,6.8,3861.0,100.0,2015.0
Face/Off,28.523,7.0,3975.0,138.0,1997.0
Primal: Tales of Savagery,24.344,8.4,194.0,85.0,2019.0
Tropa de Elite 2,29.321,7.9,1360.0,115.0,2010.0
The Babysitters,32.268,5.9,313.0,88.0,2008.0
Last Christmas,34.687,7.3,1642.0,102.0,2019.0
葉問3,32.353,7.0,1234.0,105.0,2015.0
모가디슈,30.56,7.6,19.0,121.0,2021.0
あのコの、トリコ。,27.404,5.9,11.0,99.0,2018.0
The Judge,31.94,7.3,3274.0,141.0,2014.0
One Flew Over the Cuckoo's Nest,26.703,8.4,8153.0,133.0,1975.0
劇場版 ヴァイオレット・エヴァーガーデン,26.247,8.8,142.0,140.0,2020.0
Risen,26.261,6.1,636.0,107.0,2016.0
Fantastic Four,29.905,5.8,7687.0,106.0,2005.0
Batman Returns,28.648,6.9,4856.0,126.0,1992.0
Memento,26.899,8.2,11571.0,113.0,2000.0
My Life in Ruins,27.301,6.1,311.0,95.0,2009.0
Leprechaun in the Hood,25.048,5.0,137.0,90.0,2000.0
Free Birds,24.551,5.9,583.0,91.0,2013.0
Crimson Peak,30.202,6.6,4075.0,119.0,2015.0
The Art of the Steal,23.549,6.2,431.0,90.0,2013.0
The Time Machine,25.943,6.2,1706.0,96.0,2002.0
Valentine's Day,27.244,5.9,2565.0,125.0,2010.0
Rocky V,30.79,5.7,2323.0,104.0,1990.0
A Model Kidnapping,26.529,5.9,49.0,85.0,2019.0
Astérix: Le domaine des dieux,24.794,6.8,1025.0,85.0,2014.0
Moonlight,26.94,7.4,5825.0,111.0,2016.0
傷物語〈Ⅰ鉄血篇〉,26.537,7.8,178.0,64.0,2016.0
Star Wars: The Clone Wars,28.282,6.1,1457.0,98.0,2008.0
Scooby-Doo! and the Monster of Mexico,25.279,7.2,223.0,75.0,2003.0
Holidate,26.525,7.1,1466.0,104.0,2020.0
Taxi 2,33.278,6.2,1296.0,82.0,2000.0
My Little Pony: Equestria Girls - Rainbow Rocks,30.781,7.9,110.0,75.0,2014.0
RoboCop,27.029,5.8,4480.0,118.0,2014.0
The Terminal,25.723,7.3,5996.0,128.0,2004.0
Marauders,21.78,5.8,464.0,107.0,2016.0
Magic Mike,27.525,6.1,2465.0,110.0,2012.0
Unfriended: Dark Web,24.484,6.3,1084.0,93.0,2018.0
Wizards of Waverly Place: The Movie,30.92,6.6,1204.0,94.0,2009.0
A Simple Favor,23.481,6.6,3347.0,117.0,2018.0
The Boss Baby: Get That Baby!,25.757,6.8,40.0,24.0,2020.0
Lawrence of Arabia,25.015,8.0,2165.0,227.0,1962.0
There's Something About Mary,36.215,6.6,3970.0,119.0,1998.0
Plan B,25.927,7.3,72.0,103.0,2009.0
Critters,25.513,6.4,675.0,82.0,1986.0
Mile 22,30.277,6.2,1715.0,95.0,2018.0
Hulk,33.161,5.5,4522.0,138.0,2003.0
Devil,26.763,6.0,2254.0,80.0,2010.0
Le bruit des trousseaux,37.215,8.0,1.0,90.0,2021.0
Every Day,26.269,7.2,1907.0,97.0,2018.0
A Christmas Treasure,23.688,3.5,2.0,84.0,2021.0
Who Framed Roger Rabbit,28.956,7.5,4386.0,104.0,1988.0
Perfect Stranger,24.507,5.8,667.0,109.0,2007.0
Braven,27.666,6.2,770.0,94.0,2018.0
Open Season,27.855,6.1,2077.0,86.0,2006.0
Ocean's Eleven,26.602,7.4,9256.0,116.0,2001.0
Dumbo,33.069,6.7,3610.0,112.0,2019.0
Sexo Animal,32.81,3.0,2.0,114.0,1983.0
Welcome to the Jungle,30.254,5.1,320.0,95.0,2013.0
湄公河行動,27.755,7.0,167.0,124.0,2016.0
The Scorpion King,28.997,5.5,2437.0,92.0,2002.0
Gifted Hands: The Ben Carson Story,24.248,7.8,369.0,86.0,2009.0
Anaconda,34.495,5.1,1878.0,89.0,1997.0
올드보이,25.644,8.3,6209.0,120.0,2003.0
S.W.A.T.: Under Siege,28.253,5.8,231.0,89.0,2017.0
Beautiful Boy,21.456,7.5,1659.0,121.0,2018.0
Six Days Seven Nights,21.689,6.0,1061.0,98.0,1998.0
88,28.054,5.2,77.0,88.0,2015.0
Banlieue 13,26.49,6.7,1397.0,84.0,2004.0
Amores perros,27.239,7.6,1848.0,154.0,2000.0
I Still Know What You Did Last Summer,23.738,5.3,1106.0,100.0,1998.0
Rocky III,32.635,6.8,2991.0,99.0,1982.0
Captain Underpants: Mega Blissmas,29.496,5.7,7.0,45.0,2020.0
Sonic,31.596,7.4,87.0,18.0,2013.0
Overdrive,28.741,6.1,747.0,93.0,2017.0
映画ドラえもん のび太と銀河超特急,26.822,7.7,28.0,97.0,1996.0
Avatar 4,26.491,0.0,0.0,0.0,2026.0
Mean Girls 2,24.731,5.3,1012.0,96.0,2011.0
Joan of Arc,24.729,6.4,1087.0,158.0,1999.0
Life,28.237,6.4,5863.0,104.0,2017.0
Jackass Presents: Bad Grandpa,26.731,6.1,1239.0,92.0,2013.0
The Little Mermaid,27.988,5.0,745.0,98.0,2018.0
The Monuments Men,27.978,6.0,2931.0,118.0,2014.0
Barbie and the Diamond Castle,28.975,7.3,630.0,78.0,2008.0
Fantasy Island,25.701,6.0,1678.0,109.0,2020.0
Let Me In,21.975,6.8,1565.0,116.0,2010.0
Planet 51,28.725,5.8,1587.0,91.0,2009.0
オオカミ少女と黒王子,30.17,6.6,48.0,116.0,2016.0
Ben 10 Alien Swarm,30.224,6.3,236.0,69.0,2009.0
El paseo,21.664,6.5,23.0,90.0,2010.0
Christmas with the Kranks,28.973,6.0,756.0,99.0,2004.0
The Bourne Supremacy,25.717,7.3,5968.0,108.0,2004.0
Casino,27.466,8.0,4192.0,179.0,1995.0
Dark Skies,22.918,6.3,1406.0,97.0,2013.0
Looks That Kill,25.41,7.4,79.0,92.0,2021.0
Taxi,29.462,5.5,748.0,97.0,2004.0
グリザイア：ファントムトリガー THE ANIMATION,31.907,5.0,6.0,90.0,2019.0
Mala,31.95,4.0,8.0,92.0,2013.0
Triple Threat,24.923,6.4,444.0,96.0,2019.0
亜人,29.725,7.6,67.0,109.0,2017.0
Terrifier,30.813,6.5,467.0,84.0,2016.0
Con Air,28.152,6.7,3080.0,116.0,1997.0
平成狸合戦ぽんぽこ,29.95,7.1,703.0,119.0,1994.0
The Big Short,25.452,7.3,6989.0,131.0,2015.0
Matilda,36.143,7.1,3318.0,98.0,1996.0
Gully,31.01,5.1,15.0,81.0,2021.0
Immortals,25.394,5.9,2024.0,110.0,2011.0
Jeune & Jolie,23.943,6.5,933.0,95.0,2013.0
بچه‌های آسمان,25.689,8.0,404.0,89.0,1997.0
The Hills Have Eyes 2,32.439,5.5,1031.0,89.0,2007.0
The Hunt for Red October,24.437,7.4,2429.0,135.0,1990.0
Murder on the Orient Express,28.394,6.7,7812.0,114.0,2017.0
Isle of Dogs,28.544,7.9,3602.0,101.0,2018.0
From Hell,23.431,6.7,2176.0,122.0,2001.0
Road Wars,27.562,3.6,21.0,90.0,2015.0
The Space Between Us,25.885,7.1,2073.0,121.0,2017.0
Big Fish,26.277,7.8,5808.0,125.0,2003.0
テイルズ オブ ヴェスペリア～The First Strike～,21.327,6.3,30.0,110.0,2009.0
Monster High: Welcome to Monster High,27.878,6.7,90.0,73.0,2016.0
Signs,23.671,6.6,4268.0,106.0,2002.0
Cruel Intentions,37.171,6.8,2457.0,98.0,1999.0
Clueless,24.368,7.3,3260.0,97.0,1995.0
Colossal,29.449,6.3,1612.0,109.0,2017.0
Commando,27.067,6.6,2008.0,90.0,1985.0
Brightburn,31.282,6.1,2221.0,91.0,2019.0
Eyes of Desire,27.224,6.0,2.0,0.0,1998.0
Escape Plan: The Extractors,22.142,5.2,593.0,97.0,2019.0
Harry Potter: Different Perspective,29.395,2.0,1.0,0.0,2021.0
Halo: Legends,27.204,7.2,93.0,120.0,2010.0
聖闘士星矢 真紅の少年伝説,28.91,7.5,124.0,75.0,1988.0
Ace Ventura: When Nature Calls,30.059,6.3,3170.0,90.0,1995.0
Ovella,27.275,6.0,9.0,63.0,2021.0
The Social Network,24.311,7.3,9387.0,121.0,2010.0
Sin City,28.409,7.4,6423.0,124.0,2005.0
The Intruder,23.575,6.1,387.0,102.0,2019.0
Blow,21.605,7.4,3459.0,124.0,2001.0
La Proie,29.404,6.4,137.0,102.0,2011.0
Enemy at the Gates,26.902,7.4,2655.0,131.0,2001.0
Bumperkleef,24.172,6.2,144.0,85.0,2019.0
Pixie Hollow Games,33.152,6.9,224.0,23.0,2011.0
Resident Evil: Apocalypse,30.774,6.4,3257.0,94.0,2004.0
The Mule,29.412,6.8,3816.0,116.0,2018.0
Liar Liar,25.543,6.6,4260.0,86.0,1997.0
Red Lights,28.646,6.2,925.0,119.0,2012.0
Pitch Perfect 3,31.152,6.6,2799.0,93.0,2017.0
A Beautiful Mind,30.289,7.9,8041.0,135.0,2001.0
The Bourne Ultimatum,24.99,7.4,6118.0,115.0,2007.0
Mission: Impossible,27.289,6.9,6657.0,110.0,1996.0
The Last Samurai,28.889,7.5,5251.0,154.0,2003.0
Diary of a Wimpy Kid,31.89,6.2,1163.0,92.0,2010.0
mother!,29.795,7.0,5374.0,121.0,2017.0
Maggie,30.576,5.3,1327.0,95.0,2015.0
Indiana Jones and the Kingdom of the Crystal Skull,32.285,6.0,6377.0,122.0,2008.0
Megalodon,25.083,4.3,40.0,90.0,2004.0
Mission: Impossible III,28.783,6.7,5098.0,126.0,2006.0
Absolutely Anything,28.887,5.8,1054.0,85.0,2015.0
Black and Blue,31.602,6.7,570.0,109.0,2019.0
Eternal Evil,33.078,5.0,15.0,85.0,1985.0
The Upside,27.743,7.1,890.0,126.0,2019.0
Barbie: The Pearl Princess,29.63,7.0,235.0,73.0,2014.0
"Sabina - Tortured for Christ, the Nazi Years",17.495,0.0,0.0,115.0,2021.0
"Next Stop, Christmas",18.877,4.0,5.0,84.0,2021.0
우는 남자,28.375,7.1,143.0,117.0,2014.0
The Mountain Between Us,26.53,6.6,1823.0,109.0,2017.0
Children of the Living Dead,24.318,3.3,15.0,90.0,2001.0
Bullet to the Head,22.22,5.5,965.0,92.0,2013.0
The Reader,22.318,7.4,2240.0,124.0,2008.0
Blood and Bone,34.119,7.4,512.0,93.0,2009.0
The Family,28.619,6.3,2402.0,111.0,2013.0
The Lighthouse,30.838,7.5,2919.0,109.0,2019.0
Eternal Code,26.876,4.8,8.0,105.0,2019.0
The Muppets,31.118,6.7,1224.0,103.0,2011.0
ヱヴァンゲリヲン新劇場版：破,27.116,7.9,519.0,112.0,2009.0
Hellboy II: The Golden Army,26.064,6.7,4052.0,120.0,2008.0
What Women Want,25.512,6.4,3065.0,127.0,2000.0
Per un pugno di dollari,27.511,7.9,3012.0,99.0,1964.0
Kama Sutra: A Tale of Love,27.107,5.6,111.0,117.0,1996.0
新劇場版 頭文字D Legend3 -夢現-,28.323,7.6,32.0,65.0,2016.0
ＯＮＥ ＰＩＥＣＥ（ワンピース） エピソードオブチョッパー＋冬に咲く、奇跡の桜,25.567,7.0,82.0,95.0,2008.0
The Outpost,23.629,6.9,656.0,123.0,2019.0
Fearless,32.094,6.2,90.0,89.0,2020.0
Ooops! Noah is Gone...,25.109,6.3,236.0,85.0,2015.0
Batman: Hush,23.623,7.4,569.0,82.0,2019.0
Minuscule - La vallée des fourmis perdues,27.106,6.9,319.0,89.0,2013.0
Last Man Down,17.728,5.2,9.0,87.0,2021.0
The Day After Tomorrow,29.026,6.5,6260.0,124.0,2004.0
A Monster Calls,26.603,7.2,2665.0,108.0,2016.0
Indiana Jones and the Last Crusade,29.345,7.8,7713.0,127.0,1989.0
Kidnapping Mr. Heineken,29.1,6.0,494.0,95.0,2015.0
Autómata,23.585,5.8,1327.0,110.0,2014.0
Come and Learn with Pibby!,40.502,7.3,3.0,2.0,2021.0
The Animal,26.04,5.1,924.0,84.0,2001.0
Step Brothers,22.84,6.6,2410.0,98.0,2008.0
劇場版 マジンガーZ ／ INFINITY,24.598,6.6,227.0,107.0,2017.0
The Invasion,24.539,6.0,1089.0,99.0,2007.0
Captain Fantastic,22.595,7.9,5156.0,118.0,2016.0
RoboCop,27.537,7.3,3710.0,102.0,1987.0
The Possession of Hannah Grace,25.3,5.6,961.0,86.0,2018.0
The Dig,24.696,6.9,752.0,112.0,2021.0
Spenser Confidential,29.061,6.6,1703.0,110.0,2020.0
Don Jon,24.537,6.0,3597.0,90.0,2013.0
Les femmes et l'assassin,32.586,6.1,15.0,92.0,2021.0
Scooby-Doo! and the Cyber Chase,26.831,7.3,359.0,75.0,2001.0
The Anomaly,24.332,4.9,268.0,97.0,2014.0
The Irishman,29.799,7.7,5016.0,209.0,2019.0
Mortal Kombat: Annihilation,26.274,4.5,838.0,95.0,1997.0
The Neon Demon,24.53,6.5,3081.0,118.0,2016.0
風の谷のナウシカ,27.916,7.9,2488.0,117.0,1984.0
The Wolfman,26.316,5.8,1514.0,102.0,2010.0
Batman: The Killing Joke,28.771,6.6,1358.0,72.0,2016.0
Dead Poets Society,27.113,8.3,8596.0,128.0,1989.0
The Show,27.23,6.0,14.0,115.0,2021.0
Shiloh,23.251,5.7,48.0,93.0,1996.0
From Russia with Love,30.06,7.1,2112.0,115.0,1963.0
The Debt Collector,23.821,5.9,126.0,96.0,2018.0
Return of the Living Dead III,34.807,6.7,581.0,97.0,1993.0
Shame,27.809,7.0,2461.0,102.0,2011.0
The Willoughbys,22.587,7.2,702.0,92.0,2020.0
Tokarev,26.308,5.2,592.0,98.0,2014.0
The Kill Team,27.573,6.6,278.0,87.0,2019.0
Till Death,22.792,6.7,230.0,89.0,2021.0
Before I Go to Sleep,28.426,6.5,1595.0,92.0,2014.0
Pound of Flesh,25.804,5.7,169.0,104.0,2015.0
The Longest Ride,26.253,7.6,2639.0,128.0,2015.0
Inkheart,24.8,6.3,1706.0,106.0,2008.0
12 Angry Men,33.147,8.5,5939.0,97.0,1957.0
Chapo: El Escape Del Siglo,25.771,5.4,24.0,87.0,2016.0
Fist Fight,27.701,6.1,1006.0,91.0,2017.0
Paper Towns,23.696,6.1,4574.0,109.0,2015.0
Spartacus,22.64,7.6,1543.0,197.0,1960.0
The Cloverfield Paradox,24.799,5.6,2531.0,102.0,2018.0
ベヨネッタ ブラッディフェイト,36.032,6.4,58.0,90.0,2013.0
That Awkward Moment,22.29,6.2,2274.0,94.0,2014.0
21 & Over,22.289,5.8,1267.0,93.0,2013.0
Breaking News in Yuba County,21.999,6.0,80.0,96.0,2021.0
A Go! Go! Cory Carson Christmas,24.007,7.3,14.0,21.0,2020.0
映画ドラえもん のび太の新魔界大冒険 〜7人の魔法使い〜,22.63,7.0,30.0,112.0,2007.0
ஜகமே தந்திரம்,23.507,6.2,20.0,158.0,2021.0
ドラゴンボール 超サイヤ人絶滅計画,33.021,7.2,224.0,30.0,2010.0
Son of God,28.772,6.9,212.0,138.0,2014.0
Starship Troopers,32.517,7.0,3557.0,129.0,1997.0
Coach Carter,27.518,7.5,1982.0,136.0,2005.0
A Good Man,25.271,5.2,101.0,100.0,2014.0
47 Meters Down,26.023,5.8,2234.0,89.0,2017.0
Going in Style,28.771,6.7,2204.0,96.0,2017.0
16 Blocks,25.262,6.4,1498.0,102.0,2006.0
The Crow,29.21,7.5,2870.0,102.0,1994.0
Una Película de Huevos,23.761,7.8,222.0,90.0,2006.0
Death Race: Beyond Anarchy,28.522,6.4,211.0,111.0,2018.0
V/H/S/2,22.506,6.2,723.0,95.0,2013.0
Tammy,24.007,5.3,1017.0,97.0,2014.0
Alien Outpost,21.507,5.3,172.0,93.0,2014.0
Rendel,21.512,5.4,161.0,105.0,2017.0
Lethal Weapon 3,23.0,6.7,2128.0,118.0,1992.0
Oblivion,28.753,6.6,8899.0,124.0,2013.0
Тайна печати Дракона,27.969,6.3,253.0,121.0,2019.0
Sherlock: The Abominable Bride,23.754,7.9,1918.0,90.0,2016.0
Barbie: Spy Squad,27.753,7.0,288.0,75.0,2016.0
I Feel Pretty,26.908,6.4,1750.0,111.0,2018.0
High School Musical 2,24.646,6.5,3172.0,111.0,2007.0
Second Act,22.958,6.4,961.0,100.0,2018.0
Scooby-Doo! Camp Scare,27.995,8.0,182.0,72.0,2010.0
Batman: Bad Blood,26.248,7.2,582.0,72.0,2016.0
Tremors: A Cold Day in Hell,26.703,6.0,281.0,98.0,2018.0
Collide,29.246,5.6,465.0,98.0,2016.0
Snowden,30.745,7.1,3543.0,134.0,2016.0
Gantz,23.487,6.5,208.0,130.0,2010.0
Peter Pan,24.733,7.2,2137.0,113.0,2003.0
Live Free or Die Hard,25.184,6.6,4578.0,128.0,2007.0
The House with a Clock in Its Walls,29.996,6.3,1689.0,105.0,2018.0
The Hurt Locker,23.48,7.3,4374.0,131.0,2008.0
"Legally Blonde 2: Red, White & Blonde",27.679,5.6,1151.0,95.0,2003.0
The Book of Henry,24.887,7.5,1068.0,105.0,2017.0
The Forbidden Kingdom,24.229,6.6,1254.0,104.0,2008.0
Cicatrices,26.569,7.3,70.0,105.0,2005.0
Bare Sex,27.986,7.0,9.0,79.0,2003.0
聖闘士星矢,28.959,7.1,144.0,46.0,1987.0
Le Fabuleux Destin d'Amélie Poulain,27.61,7.9,9211.0,122.0,2001.0
Messi,29.464,7.3,150.0,93.0,2014.0
Ocean's Twelve,31.36,6.5,5754.0,125.0,2004.0
The Master,20.662,7.2,2244.0,137.0,2012.0
Once Upon a Time in Venice,26.218,5.2,478.0,94.0,2017.0
Indiana Jones and the Temple of Doom,31.007,7.3,7010.0,118.0,1984.0
The Brothers Grimm,24.707,5.8,2181.0,118.0,2005.0
Star Wars: Episode I - The Phantom Menace,28.949,6.5,11518.0,136.0,1999.0
新世紀エヴァンゲリオン劇場版 Air／まごころを、君に,33.202,8.4,933.0,87.0,1997.0
Emma.,25.179,7.1,1036.0,125.0,2020.0
無雙,21.404,7.1,48.0,130.0,2018.0
A Most Violent Year,22.687,6.6,1112.0,125.0,2014.0
The Water Horse,28.201,6.4,807.0,112.0,2007.0
Hard Target,24.696,6.3,776.0,97.0,1993.0
ブラム,28.453,6.4,211.0,106.0,2017.0
The Son of Bigfoot,29.454,6.6,359.0,92.0,2017.0
Paddington,31.848,7.1,2716.0,96.0,2014.0
Superman/Batman: Apocalypse,25.444,7.2,481.0,78.0,2010.0
劇場版 イナズマイレブン 最強軍団オーガ襲来,28.953,7.4,67.0,90.0,2010.0
Catwoman,30.44,4.6,2609.0,104.0,2004.0
Batman: Assault on Arkham,27.193,7.4,828.0,75.0,2014.0
Minority Report,28.787,7.3,6705.0,145.0,2002.0
Halloween Returns,19.55,6.0,3.0,25.0,2019.0
Justice League vs. the Fatal Five,24.703,6.9,233.0,87.0,2019.0
Deadly Excursion,21.911,6.1,7.0,120.0,2019.0
Delivery Man,20.939,6.2,1174.0,105.0,2013.0
Doctor Strange in the Multiverse of Madness,25.293,0.0,0.0,0.0,2022.0
好きになるその瞬間を。～告白実行委員会～,31.442,7.6,113.0,63.0,2016.0
劇場版 七つの大罪 天空の囚われ人,27.84,7.6,865.0,99.0,2018.0
10 Cloverfield Lane,22.69,7.0,6278.0,104.0,2016.0
Beyond the Reach,25.462,5.9,293.0,95.0,2014.0
The Package,26.345,6.0,905.0,94.0,2018.0
ワンパンマン ロード・トゥー・ヒーロー,24.638,8.1,90.0,30.0,2015.0
Priest,28.284,5.7,1749.0,87.0,2011.0
Professor Marston and the Wonder Women,26.685,7.3,661.0,108.0,2017.0
American Ultra,26.629,6.1,2315.0,96.0,2015.0
Paranormal Activity: The Ghost Dimension,25.178,5.3,1088.0,88.0,2015.0
Daybreakers,29.071,6.3,1483.0,98.0,2009.0
Victor Frankenstein,27.923,5.9,1692.0,109.0,2015.0
Mortdecai,31.181,5.5,2243.0,106.0,2015.0
Respect,31.323,6.9,109.0,145.0,2021.0
Edge of the World,29.114,5.1,15.0,104.0,2021.0
Suspiria,22.427,6.9,1839.0,152.0,2018.0
My Sister's Keeper,24.315,7.4,1662.0,109.0,2009.0
The Man with the Iron Fists 2,23.417,5.7,190.0,90.0,2015.0
Jexi,24.683,7.0,875.0,84.0,2019.0
The Zookeeper's Wife,25.917,7.4,1241.0,126.0,2017.0
Sexo salvaje,28.092,6.8,6.0,80.0,2015.0
Paranormal Activity 4,19.159,5.4,1476.0,88.0,2012.0
Reaching Distance,21.759,7.5,3.0,93.0,2018.0
Manchester by the Sea,28.562,7.5,4613.0,138.0,2016.0
Alien Outbreak,20.53,3.8,20.0,84.0,2020.0
The Hateful Eight,27.008,7.7,11519.0,188.0,2015.0
XXX,26.18,2.0,1.0,0.0,1989.0
Old Dogs,27.903,5.5,555.0,88.0,2009.0
Death Note: デスノート,29.151,7.9,155.0,130.0,2007.0
Wonder Woman: Bloodlines,22.671,7.2,340.0,83.0,2019.0
Red Riding Hood,33.651,6.0,2659.0,100.0,2011.0
Garfield: A Tail of Two Kitties,28.599,5.5,1647.0,82.0,2006.0
암살,27.153,7.4,155.0,140.0,2015.0
Deuce Bigalow: European Gigolo,24.648,5.1,670.0,83.0,2005.0
Вторжение,27.872,6.9,587.0,129.0,2020.0
The Perfect Date,21.364,6.5,2816.0,93.0,2019.0
Asso,33.143,6.1,159.0,90.0,1981.0
She's All That,31.094,6.3,1569.0,95.0,1999.0
Bedazzled,24.843,6.0,1361.0,93.0,2000.0
Moxie,25.465,7.5,561.0,111.0,2021.0
American Gangster,26.143,7.6,4070.0,157.0,2007.0
ミュージアム,25.4,6.7,50.0,132.0,2016.0
銃夢 -GUNNM-,26.14,6.7,143.0,54.0,1993.0
Changeling,22.892,7.6,3219.0,141.0,2008.0
Happily,27.507,5.8,53.0,96.0,2021.0
Last Vegas,22.142,6.4,1751.0,105.0,2013.0
High School Musical 3: Senior Year,26.388,6.6,2983.0,117.0,2008.0
Batman Beyond: Return of the Joker,26.387,7.4,642.0,76.0,2000.0
Status Update,22.897,7.4,375.0,106.0,2018.0
Avatar: Scene Deconstruction,26.948,8.5,2.0,0.0,2009.0
Survivor,25.048,5.6,815.0,96.0,2015.0
Darkest Hour,28.596,7.4,4127.0,125.0,2017.0
Gran Torino,32.037,8.0,8526.0,116.0,2008.0
Yesterday,24.503,6.7,2910.0,116.0,2019.0
Isn't It Romantic,23.347,6.2,3037.0,89.0,2019.0
Doom,26.081,5.1,1660.0,105.0,2005.0
台風のノルダ,22.105,6.3,24.0,27.0,2015.0
Solace,25.383,6.3,1720.0,101.0,2015.0
Black Hawk Down,27.077,7.4,4309.0,145.0,2001.0
Just Friends,19.878,6.2,1222.0,96.0,2005.0
Son of a Gun,21.132,6.4,611.0,108.0,2014.0
Dr. No,37.126,7.0,2605.0,110.0,1962.0
The Foreigner,31.885,6.8,1817.0,113.0,2017.0
Kill Bill: Vol. 2,34.425,7.9,11119.0,136.0,2004.0
Dear Rider: The Jake Burton Story,28.635,0.0,0.0,91.0,2021.0
Killer Bean Forever,27.495,7.0,89.0,85.0,2009.0
Barbie in the Pink Shoes,26.126,6.8,270.0,75.0,2013.0
Mary Poppins Returns,29.587,6.5,2694.0,131.0,2018.0
The Theory of Everything,27.376,7.9,8938.0,123.0,2014.0
Swingers Sex Party,25.682,6.0,2.0,89.0,2007.0
